UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
2_2NQaiq9BsJ,Eigenvectormethod for maximum-likelihood estimation of phase errors in synthetic-aperture-radar imagery,https://opg.optica.org/abstract.cfm?uri=josaa-10-12-2539,"['CV Jakowatz', ' DE Wahl']","… We then show by way ofapplicationof a controlled phase-error function to a real SAR scenethat the MLeigenvectorestimator developed here essentially achieves this bound, even for …",opg.optica.org,224,"/scholar?cites=2014422572972506587&as_sdt=2005&sciodt=0,5&hl=en",1993
Ltig8CGOjNMJ,Discrete fractional Fourier transforms based on closed-form Hermite–Gaussian-like DFTeigenvectors,https://ieeexplore.ieee.org/abstract/document/8027062/,"['JR de Oliveira Neto', 'JB Lima']","… With respect to sucheigenvectors, we discuss the convergence of their … HGLeigenvectors,which are used to fractionalize the discrete Fourier transform. We illustrate theapplicationof …",ieeexplore.ieee.org,45,"/scholar?cites=15243715115164424238&as_sdt=2005&sciodt=0,5&hl=en",2017
NOkvaO0gN8YJ,"Eigenvalue,eigenvector, eigenmode of reducible matrix and itsapplication",https://pubs.aip.org/aip/acp/article-abstract/1867/1/020044/972826,"['H Mursyidah', 'S Subiono']","… ,eigenvector, and eigenmode, and the research that had been done, so we discuss thecharacterization of eigenvalues,eigenvectors, … of the resultapplicationin the queue problem. …",pubs.aip.org,3,"/scholar?cites=14282920947256125748&as_sdt=2005&sciodt=0,5&hl=en",2017
-xBY8ttjk1wJ,A method to find fuzzy eigenvalues and fuzzyeigenvectorsof fuzzy matrix,https://link.springer.com/article/10.1007/s00521-012-1062-7,"['T Allahviranloo', ' L Hooshangian']","… In this paper, the fuzzy eigenvalues and fuzzyeigenvectorsof a fuzzy matrix have beenfound. To do this, the spreads are allocated to the obtained core from the corresponding …",Springer,9,"/scholar?cites=6670785269380681979&as_sdt=2005&sciodt=0,5&hl=en",2013
avBHS6v7-ocJ,Low-latency and reconfigurable VLSI-architectures for computing eigenvalues andeigenvectorsusing CORDIC-based parallel Jacobi method,https://ieeexplore.ieee.org/abstract/document/9771084/,"['R Sharma', 'R Shrestha…']","…applications. Such contribution makes our design suitable for the wide range ofapplications… to individual designs for computing eigenvalues andeigenvectorsof CH, CSH, and RSS …",ieeexplore.ieee.org,4,"/scholar?cites=9798420652418920554&as_sdt=2005&sciodt=0,5&hl=en",2022
lZcxr-OCJwwJ,On theeigenvectorsbelonging to the minimum eigenvalue of an essentially nonnegative symmetric matrix with bipartite graph,https://www.sciencedirect.com/science/article/pii/0024379589905697,['R Roth'],"… In Section 3 we prove three propositions about theeigenvectorsmentioned above which …of the vertex set of G(B), then there exists aneigenvectorx belonging to m(B) such that xi > 0 for …",Elsevier,30,"/scholar?cites=875812566955300757&as_sdt=2005&sciodt=0,5&hl=en",1989
yuCWlntZSsAJ,Improving the signal subtle feature extraction performance based on dual improved fractal box dimensioneigenvectors,https://royalsocietypublishing.org/doi/abs/10.1098/rsos.180087,"['X Chen', ' J Li', ' H Han', ' Y Ying']",… a certain improvement in the recognition accuracy after theapplicationof the dual improvedfractal box-counting dimensioneigenvectorsin the signal subtle feature extraction compared …,royalsocietypublishing.org,19,"/scholar?cites=13855985590901072074&as_sdt=2005&sciodt=0,5&hl=en",2018
-HPx0txOUm4J,Sharp estimation of convergence rate for self-consistent field iteration to solveeigenvector-dependent nonlinear eigenvalue problems,https://epubs.siam.org/doi/abs/10.1137/20M136606X,"['Z Bai', 'RC Li', ' D Lu']","… a class of nonlinear eigenvalue problems witheigenvectordependency (NEPvs). Using the… As anapplication, we extend the convergence analysis to a popular SCF variant---the level-…",SIAM,12,"/scholar?cites=7949503002601157624&as_sdt=2005&sciodt=0,5&hl=en",2022
s9AYVPw5aV4J,Fixedeigenvectoranalysis of thermographic NDE data,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8013/80130T/Fixed-eigenvector-analysis-of-thermographic-NDE-data/10.1117/12.882359.short,"['KE Cramer', ' WP Winfree']",… ofeigenvectorsis used to process the thermal data from both reinforced carbon-carbon (RCC)and graphite-epoxy honeycomb materials. Theseeigenvectors… fixedeigenvectoranalysis …,spiedigitallibrary.org,33,"/scholar?cites=6803032468025299123&as_sdt=2005&sciodt=0,5&hl=en",2011
ly7_Zm1wcJMJ,ESPIRiT—an eigenvalue approach to autocalibrating parallel MRI: where SENSE meets GRAPPA,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.24751,"['M Uecker', ' P Lai', ' MJ Murphy', 'P Virtue…']","… its efficienteigenvector-based implementation 12, 13, parallel imaging usingeigenvectormapswill … from stop to pass band than what is possible with a singleapplication. Computing the …",Library,1544,"/scholar?cites=10624115136148745879&as_sdt=2005&sciodt=0,5&hl=en",2014
UcWNn7k7lyUJ,[PDF][PDF]Someapplicationof eigenvalue andeigenvectorproblems,http://anale-informatica.tibiscus.ro/download/lucrari/Vol19/19-1-19-Zahidullah%20Rehan.pdf,['Z Rehan'],… From the view point of engineeringapplicationeigenvalue andeigenvectorproblem are …applicationof the eigenvalue andeigenvectorproblem we find the eigenvalue andeigenvector…,anale-informatica.tibiscus.ro,1,"/scholar?cites=2708699369318499665&as_sdt=2005&sciodt=0,5&hl=en",2021
B5J4VZmvMEEJ,Latent semantic analysis and Fiedler retrieval,https://www.sciencedirect.com/science/article/pii/S0024379506004393,['B Hendrickson'],"…applications, only theeigenvectorcorresponding to the smallest nonzero eigenvalue is ofinterest. But severalapplicationshave involved the use of multipleeigenvectors…eigenvectors…",Elsevier,165,"/scholar?cites=4697447484446249479&as_sdt=2005&sciodt=0,5&hl=en",2007
9zgiiS7XTcoJ,Anapplicationof eigenvalue methods to structural domain analysis,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-abstract/102/6/786/182448,['FW Vollmer'],"…Eigenvectormethods can quantify this type of analysis. A set of four eigenvalue-based indexesassists in discriminating among fabric distributions, particularly between strong and weak …",pubs.geoscienceworld.org,186,"/scholar?cites=14577544163737352439&as_sdt=2005&sciodt=0,5&hl=en",1990
fnhkak0qeL0J,Efficient calculation of primary images from a set of images,https://ieeexplore.ieee.org/abstract/document/4767295/,"['H Murakami', 'BVKV Kumar']","… theeigenvectorsof such a large correlation matrix. These efficient techniques are based onthe observation that for mostapplications… In Section II, we show how theeigenvectorscan be …",ieeexplore.ieee.org,254,"/scholar?cites=13652708782359476350&as_sdt=2005&sciodt=0,5&hl=en",1982
i6FiAAyPYZIJ,[PDF][PDF]Image analysis for face recognition,http://www.matf.bg.ac.rs/p/files/10-info.pdf,['X Lu'],"… Also theeigenvectorscorresponding to the 7 smallest eigenvalues are provided in Fig. 10.For mostapplications, theseeigenvectorscorresponding to very small eigenvalues are …",matf.bg.ac.rs,166,"/scholar?cites=10547869083987255691&as_sdt=2005&sciodt=0,5&hl=en",2003
tKgu6Y3y1DIJ,EigenvectorSpatial Filtering and Lasso: theory andapplications,https://kar.kent.ac.uk/101045/,['R Cherodian'],"… can be applied in several empiricalapplications. This thesis is … to select the relevant subsetofeigenvectorsfor ESF, I develop … conditions for consistenteigenvectorselection. The key …",kar.kent.ac.uk,1,"/scholar?cites=3662819088275515572&as_sdt=2005&sciodt=0,5&hl=en",2023
N9yppOmelVEJ,Using Floqueteigenvectorsin the design of electronic oscillators,https://ieeexplore.ieee.org/abstract/document/1529557/,"['A Carbone', 'A Brambilla', 'F Palma']",… A model based on linearization along the orbit and Floqueteigenvectordecomposition seemsto … We present anapplicationof Floqueteigenvectorsinformation as a tool of analysis and …,ieeexplore.ieee.org,6,"/scholar?cites=5878779614929214519&as_sdt=2005&sciodt=0,5&hl=en",2005
rS3NjGUPH6cJ,Eigenvectorcentrality: Illustrations supporting the utility of extracting more than oneeigenvectorto obtain additional insights into networks and interdependent …,https://sciendo.com/article/10.21307/joss-2018-003?content-tab=abstract,"['D Iacobucci', ' R McBride', 'DL Popovich']","… the firsteigenvector. It is shows that, as in other statisticalapplicationsofeigenvectors,subsequent … that while the firsteigenvectoris certainly informative, the second (and subsequent) …",sciendo.com,15,"/scholar?cites=12042360857440365997&as_sdt=2005&sciodt=0,5&hl=en",2017
n73iju2RF3QJ,Computing eigenvalues andeigenvectorsof a symmetric matrix on the ILLIAC,https://www.jstor.org/stable/2002832,['RT Gregory'],"… , is a program for finding the eigenvalues andeigenvectorsof a symmetric matrix. The iterative… Theeigenvectorsare obtained by multiplying together the orthogonal matrices used in the …",JSTOR,58,"/scholar?cites=8365315282354486687&as_sdt=2005&sciodt=0,5&hl=en",1953
7CxzfXIEwGcJ,On the numerical computation of eigenvalues andeigenvectorsof symmetric integral equations,https://www.ams.org/mcom/1970-24-112/S0025-5718-1970-0275708-0/,['P Linz'],… to the computation of theeigenvectors. The results are used to justify theapplicationofan improvement method to obtain an efficient algorithm for solving the eigenvalue problem. …,ams.org,20,"/scholar?cites=7475980271212506348&as_sdt=2005&sciodt=0,5&hl=en",1970
-XkTjAHVlrMJ,Time series analysis and segmentation usingeigenvectorsfor mining semantic audio label sequences,https://ieeexplore.ieee.org/abstract/document/1394266/,"['R Radhakrishnan', ' Z Xiong…']",… Pattern discovery from video has promisingapplicationsin … unusual patterns depending ontheapplicationdomain. In our … on segmentation theory usingeigenvectorsof the affinity matrix…,ieeexplore.ieee.org,9,"/scholar?cites=12940764781917469177&as_sdt=2005&sciodt=0,5&hl=en",2004
rOXD8CcikIcJ,Parameter optimization of orthogonal discrete Hermite transform formed usingeigenvectorsof a symmetric tridiagonal matrix,https://www.sciencedirect.com/science/article/pii/S1051200421001792,"['M Brajović', 'I Orović', 'M Beko', 'S Stanković']",… formed as the set ofeigenvectorsof a symmetric tridiagonal … in the DHT-basedapplications.The parameter optimization is … and other machine learningapplications. The proposed …,Elsevier,1,"/scholar?cites=9768345146705044908&as_sdt=2005&sciodt=0,5&hl=en",2021
q0xTc47FTIIJ,Systemic Import Analysis (SIA)–Applicationof EntropicEigenvectorCentrality (EEC) Criterion for a Priori Ranking of Financial Institutions in Terms of Regulatory …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1618693,['PD Nacaskul'],This paper presents a simple method for quantifying relative import amongst financial institutionsin terms of the systemic risk they bear on any highly interconnected financial system to …,papers.ssrn.com,9,"/scholar?cites=9389096538771508395&as_sdt=2005&sciodt=0,5&hl=en",2010
1iCYziHBQjMJ,[PDF][PDF]Incorporating digital interactive figures: Facilitating student exploration into properties of eigenvalues andeigenvectors,https://atcm.mathandtech.org/EP2023/regular/22070.pdf,"['R Peffer', ' J McDonald', ' S Stewart']","… Emphasizing visualization and physicalapplicationsin the study ofeigenvectorsandeigenvalues. Teaching Mathematics and ItsApplications: An International Journal of the IMA, 36(3), …",atcm.mathandtech.org,1,"/scholar?cites=3693726995341385942&as_sdt=2005&sciodt=0,5&hl=en",2023
NEjB6cinAYsJ,DOE-AND-SCA: a novel SCA based on DNN with optimaleigenvectorsand automatic cluster number determination,https://ieeexplore.ieee.org/abstract/document/8290691/,"['J Chen', 'Y Wu', ' X Lin', 'Q Xuan']","… for variousapplications; 3) It is also difficult to choose the most appropriateeigenvectorsto… -neighbors (DNN) with optimaleigenvectorand automatic cluster number determination, …",ieeexplore.ieee.org,6,"/scholar?cites=10016471527605749812&as_sdt=2005&sciodt=0,5&hl=en",2018
ob2sm2fNWzIJ,Applicationsofeigenvectorcentrality to small social networks,https://www.diva-portal.org/smash/record.jsf?pid=diva2:912609,"['AKH Bengtsson', ' MA Holfve Sabel']","…eigenvectorcentrality with the aim to understand how it can be applied to small socialnetworks.Eigenvector… We will adopt the terms individual index for theeigenvectorcomponents, …",diva-portal.org,1,"/scholar?cites=3628719769654181281&as_sdt=2005&sciodt=0,5&hl=en",2016
tni8fwvRoPEJ,[PDF][PDF]Applicationof the Perturbation Method for Determination of Eigenvalues andEigenvectorsfor the Assumed Static Strain,https://sciendo.com/pdf/10.2478/cee-2014-0020,"['I Major', ' M Major']","… Let us denoteeigenvectorsas … D meanseigenvectorscorresponding to the eigenvalues i… According to the assumptions adopted, eigenvalues andeigenvectorscan be expanded to …",sciendo.com,1,"/scholar?cites=17411146006732241078&as_sdt=2005&sciodt=0,5&hl=en",2014
fYt1kbu3mycJ,Measuring sensitivity to change orders in construction projects usingeigenvectorcentrality and radius of gyration,https://www.emerald.com/insight/content/doi/10.1108/ECAM-09-2022-0870/full/html,['SA Zarghami'],"… Although originating in network science, theapplicationofeigenvectorcentrality has spread… literature,eigenvectorcentrality has been used in a range ofapplicationssuch as social …",emerald.com,4,"/scholar?cites=2854076805096508285&as_sdt=2005&sciodt=0,5&hl=en",2023
xUh1iRoYFgYJ,Normalizedeigenvectorsfor nonlinear abstract and elliptic operators,https://www.sciencedirect.com/science/article/pii/S0022039698935926,"['AG Kartsatos', ' IV Skrypnik']",… Methods are introduced withapplicationsto nonlinear eigenvalue problems involving theexistence ofeigenvectorswith new normalized conditions. Most of the results are new even in …,Elsevier,23,"/scholar?cites=438564515969583301&as_sdt=2005&sciodt=0,5&hl=en",1999
8Nr-V-6ANKMJ,Applicationof the Karhunen-Loeve expansion to feature selection and ordering,https://ieeexplore.ieee.org/abstract/document/1671511/,"['K Fukunaga', 'WLG Koontz']",… We now select a subset of theeigenvectorsto represent the sample and study the effectivenessof theseeigenvectorsin classification. We select thoseeigenvectorswhose eigenvalues …,ieeexplore.ieee.org,739,"/scholar?cites=11760166288138099440&as_sdt=2005&sciodt=0,5&hl=en",1970
Tf7Lxo09YOsJ,Eigenvectorsof composite systems. II. Phononeigenvectorsin some layered materials,https://iopscience.iop.org/article/10.1088/0953-8984/1/7/008/meta,"['B Sylla', 'L Dobrzynski', 'H Puszkarski']",… The general theory of deformations andeigenvectorsof composite … byapplicationto thephononeigenvectorof layered composite systems. Explicit expressions for theseeigenvectors…,iopscience.iop.org,16,"/scholar?cites=16960623875812228685&as_sdt=2005&sciodt=0,5&hl=en",1989
zHopk5-qESYJ,Orthogonal sparseeigenvectors: A procrustes problem,https://ieeexplore.ieee.org/abstract/document/7472565/,"['K Benidis', 'Y Sun', 'P Babu…']","… estimating sparseeigenvectorsof a symmetric matrix attracts a lot of attention in manyapplications, especially those with high dimensional data set. While classicaleigenvectorscan be …",ieeexplore.ieee.org,7,"/scholar?cites=2743161250390833868&as_sdt=2005&sciodt=0,5&hl=en",2016
p7cuuNs6dUUJ,Urban traffic signal control network automatic partitioning using laplacianeigenvectors,https://ieeexplore.ieee.org/abstract/document/5309560/,"['YY Ma', 'YC Chiu', ' XG Yang']","… We now turn to theapplicationsof the method to a realworld roadway network. Figure 5 isthe roadway network of Guangzhou in China, and the area within the dashed line is the area …",ieeexplore.ieee.org,34,"/scholar?cites=5004971276254492583&as_sdt=2005&sciodt=0,5&hl=en",2009
UgrzMXPz3eAJ,Constrainedeigenvectors: A means to separate aliased arrivals,https://library.seg.org/doi/pdf/10.1190/1.1887342,"['JI Mars', ' JW Rector III']","… tube wave velocity, we can align the tube wave prior toapplicationof the multichannelfilters. Alignment is wellknown as an essential component in VSP and crosswell wavefield …",library.seg.org,6,"/scholar?cites=16203374710433712722&as_sdt=2005&sciodt=0,5&hl=en",1995
aWzhiiJ8uWoJ,Approximateeigenvectorsas preconditioner,https://www.sciencedirect.com/science/article/pii/S002437950000046X,"['Z Drmač', 'K Veselić']","…eigenvectormatrix of a neighbor problem in course of a parameter analysis, or justeigenvectors… , in this case U will contain not all approximateeigenvectors, but a selection of them. For …",Elsevier,6,"/scholar?cites=7690314326512594025&as_sdt=2005&sciodt=0,5&hl=en",2000
9wTChplYYCkJ,[HTML][HTML]Applicationof aneigenvectortechnique to prediction of sunspot activity,https://books.google.com/books?hl=en&lr=&id=3mCdV0FYcM8C&oi=fnd&pg=PA22&dq=application+of+eigenvectors&ots=NtTHzyXA3b&sig=0xRHTnPe4A4Tz9fhM8xhfAvIcu8,['HE Hunter'],…eigenvectorsassociated with the sunspot cycles. Referring to Figure 1A we see that the firsteigenvector… the sunspot cycles and the secondeigenvectorshown in Figure 1C explains 15…,books.google.com,3,"/scholar?cites=2981480369733371127&as_sdt=2005&sciodt=0,5&hl=en",1979
7wpJlx3hdrsJ,Toward eigenvalues andeigenvectorsof matrices of Z-numbers,https://link.springer.com/chapter/10.1007/978-3-030-35249-3_39,"['RA Aliev', ' OH Huseynov', 'KR Aliyeva']","… Eigenvalues andeigenvectorsare widely used in various practicalapplicationsin decision… In this paper we initiate study of Z-number valued eigenvalue andeigenvectorof matrices, …",Springer,3,"/scholar?cites=13508231649552829167&as_sdt=2005&sciodt=0,5&hl=en",2019
7fPL4ldWV1UJ,Empirical orthogonal representation of time series in the frequency domain. Part I: Theoretical considerations,https://journals.ametsoc.org/view/journals/apme/11/6/1520-0450_1972_011_0887_eorots_2_0_co_2.xml,"['JM Wallace', 'RE Dickinson']",… referred to as complexeigenvectoranalysis. Groves and Hannan … of the technique and discusstheapplicationof the method. Part II …eigenvectorses and real eigenvalues X; but now the …,journals.ametsoc.org,315,"/scholar?cites=6149478751664862189&as_sdt=2005&sciodt=0,5&hl=en",1972
7dfbNujgh_AJ,Signal-plus-noise matrix models:eigenvectordeviations and fluctuations,https://academic.oup.com/biomet/article-abstract/106/1/243/5280315,"['J Cape', 'M Tang', 'CE Priebe']",… matrix model framework that is amenable to statisticalapplications. We extend the machineryand … Our characterization ofeigenvectorperturbations relies on a matrix perturbation series …,academic.oup.com,64,"/scholar?cites=17332068978916055021&as_sdt=2005&sciodt=0,5&hl=en",2019
mDKmw6oLByYJ,An axiomatization of theeigenvectorand Katz centralities,https://ojs.aaai.org/index.php/AAAI/article/view/11435,"['T Wąs', 'O Skibski']","…EigenvectorCentrality, as well as its variants, such as the Katz Centrality or the PageRank,and are used in various AIapplications… novel axiomatization of theEigenvectorCentrality and …",ojs.aaai.org,18,"/scholar?cites=2740171726333031064&as_sdt=2005&sciodt=0,5&hl=en",2018
ckIG872byzUJ,Vibration confinement via optimaleigenvectorassignment and piezoelectric networks,https://asmedigitalcollection.asme.org/vibrationacoustics/article-abstract/126/1/27/463512,"['J Tang', 'KW Wang']","… /applicationadvantages, as it is much easier to implement than modifying/adding mechanical… and has the potential to develop sophisticated circuit design for specificapplications. …",asmedigitalcollection.asme.org,68,"/scholar?cites=3876363144410841714&as_sdt=2005&sciodt=0,5&hl=en",2004
Dr-FH2A_H6YJ,[HTML][HTML]Spectrum andeigenvectorsfor a class of tridiagonal matrices,https://www.sciencedirect.com/science/article/pii/S002437951930357X,['W Chu'],"… Firstly, we prove (a) and (b) by showing that u → k is the lefteigenvectorcorresponding tothe eigenvalue λ k . It suffices to prove that for each pair ( k , j ) , there holds the equality λ k u k …",Elsevier,20,"/scholar?cites=11970356016652336910&as_sdt=2005&sciodt=0,5&hl=en",2019
H022yyRHJQkJ,On Dirichleteigenvectorsfor neutral two-dimensional Markov chains,https://projecteuclid.org/journals/electronic-journal-of-probability/volume-17/issue-none/On-Dirichlet-eigenvectors-for-neutral-two-dimensional-Markov-chains/10.1214/EJP.v17-1830.short,"['N Champagnat', ' P Diaconis', 'L Miclo']","… We also prove that all the Dirichleteigenvectorsof Π on subdomains of the form {(i, j) ∈ N2: … toeigenvectorsadmitting one specific “universal” polynomial as factor. As anapplication, …",projecteuclid.org,11,"/scholar?cites=659011143841762591&as_sdt=2005&sciodt=0,5&hl=en",2012
LxAsyZXQ3oEJ,[BOOK][B]A new O (N (2)) algorithm for the symmetric tridiagonal eigenvalue/eigenvectorproblem,https://search.proquest.com/openview/02113ba210e9b5383e9945b3e5bdbc43/1?pq-origsite=gscholar&cbl=18750&diss=y,['IS Dhillon'],"… In fact, the singularity of J is desirable in ourapplicationof computing aneigenvector. Aswe will show in Section 3.3, in the absence of these requirements, all the theory developed in …",search.proquest.com,302,"/scholar?cites=9358146417466282031&as_sdt=2005&sciodt=0,5&hl=en",1997
T5S4G3rd0bEJ,Weighted graph cuts withouteigenvectorsa multilevel approach,https://ieeexplore.ieee.org/abstract/document/4302760/,"['IS Dhillon', ' Y Guan', 'B Kulis']","…applications; we examine problems in gene network analysis, social network analysis, andimage segmentation. Theseapplicationsdo … in all these variedapplicationsand outperforms …",ieeexplore.ieee.org,1277,"/scholar?cites=12813265931366601807&as_sdt=2005&sciodt=0,5&hl=en",2007
GxrIcqf1bs0J,Combining recurrent neural networks witheigenvectormethods for classification of ECG beats,https://www.sciencedirect.com/science/article/pii/S1051200408001516,['ED Übeyli'],"…applicationto …applications, whereas multilayer feedforward networks are confined toperforming static mappings [13–16]. RNNs have been used in a number of interestingapplications…",Elsevier,180,"/scholar?cites=14803039124747459099&as_sdt=2005&sciodt=0,5&hl=en",2009
fIS2g9kCT1gJ,Closed-formeigenvectorsof the discrete Fourier transform,https://ieeexplore.ieee.org/abstract/document/6572410/,"['WL Hsue', 'SC Pei']","…applicationof the proposed new closed-form DFTeigenvectors, HermiteGaussian-like (HGL)DFTeigenvectors… construct aneigenvectorof N×N DFT matrix from anyeigenvectorof the (…",ieeexplore.ieee.org,2,"/scholar?cites=6363307931738735740&as_sdt=2005&sciodt=0,5&hl=en",2013
OQZiYuuoDqcJ,Public key watermarking byeigenvectorsof linear transforms,https://ieeexplore.ieee.org/abstract/document/7075262/,"['JJ Eggers', ' JK Su', 'B Girod']",…applications. The Legendre watermarking scheme suffers from the small number of Legendresequences. This weakness does not exist for theeigenvector… subspace ofeigenvectorsfor …,ieeexplore.ieee.org,145,"/scholar?cites=12037744582929286713&as_sdt=2005&sciodt=0,5&hl=en",2000
UqlwY3CTPY0J,… Matrix of a Planar Resistive Grid and Derivation of Its Eigenvalues andEigenvectorsUsing the Kronecker Product and Sum WithApplicationto CNN Image Filters,https://ieeexplore.ieee.org/abstract/document/7742948/,['V Tavşanoğlu'],… EIGENVALUES ANDEIGENVECTORSOF THE NODAL CONDUCTANCE MATRICES Inthis section the eigenvalues andeigenvectorsof the nodal conductance matrices of the …,ieeexplore.ieee.org,1,"/scholar?cites=10177452843841136978&as_sdt=2005&sciodt=0,5&hl=en",2016
d5K-xGo_WQsJ,Coordinatedapplicationof stabilizers in multimachine power systems,https://ieeexplore.ieee.org/abstract/document/4113883/,"['FP De Mello', ' PJ Nolan', ' TF Laskowski…']","… andeigenvectorscorresponding to the condition with no stabilizers. Theapplicationof the… and the relative magnitudes of theeigenvectorsassociated with system modes. Therefore, …",ieeexplore.ieee.org,330,"/scholar?cites=817754535144362615&as_sdt=2005&sciodt=0,5&hl=en",1980
5N_LuQ--_KQJ,Unsupervised ground metric learning using wassersteineigenvectors,https://hal.science/hal-03387865/,"['GJ Huizing', 'L Cantini', 'G Peyré']","…applicationsof Optimal Transport. In this paper, we propose for the first time a canonicalanswer by computing the ground cost as a positiveeigenvector… of thiseigenvector. In addition, …",hal.science,4,"/scholar?cites=11888586091102199780&as_sdt=2005&sciodt=0,5&hl=en",2022
A8VSpz6M2KMJ,Eigenvectorsof polarization coherency matrices,https://opg.optica.org/abstract.cfm?uri=josaa-37-7-1143,"['CJR Sheppard', 'A Bendandi', 'A Le Gratiet', 'A Diaspro']","… An important practicalapplicationof the eigenvalues andeigenvectorsis to Cloude’scoherency matrix [22]. The elements of the coherency matrix are, in terms of the Mueller matrix …",opg.optica.org,12,"/scholar?cites=11806340623874835715&as_sdt=2005&sciodt=0,5&hl=en",2020
JM8BAGoyraIJ,A note on theeigenvectorsof Hadamard matrices of order 2n,https://www.sciencedirect.com/science/article/pii/0024379582902105,"['R Yarlagadda', ' J Hershey']","… In [2], G ram-Schmidt orthogonalization was proposed, but perhaps a more efficient methodwill be clear once theeigenvectorsof symmetric idempotent matrices are found [3]. Some of …",Elsevier,30,"/scholar?cites=11722080835963309860&as_sdt=2005&sciodt=0,5&hl=en",1982
rIu1cX6pMXEJ,A robust algorithm for finding the eigenvalues andeigenvectorsof 3× 3 symmetric matrices,https://www.sciencedirect.com/science/article/pii/S0045782508001436,"['WM Scherzinger', 'CR Dohrmann']",… Conclusions and areas ofapplicationare presented in Section 4. … most distinct eigenvalueand its correspondingeigenvectorhave been found. Theeigenvectorgives us a direction in …,Elsevier,24,"/scholar?cites=8156486760683375532&as_sdt=2005&sciodt=0,5&hl=en",2008
o-AuF1DbykwJ,Eigenvalues in combinatorial optimization,https://link.springer.com/content/pdf/10.1007/978-1-4613-8354-3.pdf#page=118,"['B Mohar', ' S Poljak']",… In the last decade many importantapplicationsof eigenvalues andeigenvectorsof graphsin … Theapplicationof eigenvalue methods in combinatorial optimization has already a long …,Springer,215,"/scholar?cites=5533476229210890403&as_sdt=2005&sciodt=0,5&hl=en",1993
xJUDNnJDIWYJ,"Spectral analysis, withouteigenvectors, for Markov chains",https://www.cambridge.org/core/journals/probability-in-the-engineering-and-informational-sciences/article/spectral-analysis-without-eigenvectors-for-markov-chains/9C6CA7CDA7C80CAF913BC1B5C205D2E6,['M Brown'],"… with eigenvalue /3,, the rows are lefteigenvectorswith … has aneigenvectorinterpretation,even thougheigenvectorsplay no … We now briefly outline some classes ofapplications. Further …",cambridge.org,8,"/scholar?cites=7359237423911638468&as_sdt=2005&sciodt=0,5&hl=en",1991
3chPedxBIroJ,A compact method for computing the eigenvalues andeigenvectorsof plane frames,https://www.sciencedirect.com/science/article/pii/0141119579900160,['WP Howson'],… presented which calculate the eigenvalues andeigenvectorsof rigidly jointed plane frames.… The programming style is specifically aimed towards minicomputerapplicationand this is …,Elsevier,46,"/scholar?cites=13412355055446640861&as_sdt=2005&sciodt=0,5&hl=en",1979
Tq1wgdfjH28J,[PDF][PDF]Principal component analysis: a beginner's guide—I. Introduction andapplication,https://www.researchgate.net/profile/Ian-Jolliffe-3/publication/259596400_Principal_component_analysis_A_beginner's_guide_-_I_Introduction_and_application/links/555c641808ae6aea08175633/Principal-component-analysis-A-beginners-guide-I-Introduction-and-application.pdf,['IT Jolliffe'],"…eigenvectorswere it not for the fact that the terns are freely used in papers describingapplications…eigenvector, 2ndeigenvector, etc. Recall that PCS are linear functions of xlr x2, . . ., …",researchgate.net,290,"/scholar?cites=8007369177217150286&as_sdt=2005&sciodt=0,5&hl=en",1990
eDRJ9OKn88kJ,[PDF][PDF]Theeigenvectorsof the discrete Fourier transform: A version of the Hermite functions,https://core.ac.uk/download/pdf/82503967.pdf,['FA Grünbaum'],…eigenvectorsof T(N) give a “natural” basis ofeigenvectorsof … in the problem of computingeigenvectorsof the given matrix: … We have also observed numerically that the firsteigenvector…,core.ac.uk,115,"/scholar?cites=14552159414167090296&as_sdt=2005&sciodt=0,5&hl=en",1982
_FBsKsiB8k8J,The CM-SAF operational scheme for the satellite based retrieval of solar surface irradiance—A LUT basedeigenvectorhybrid approach,https://www.sciencedirect.com/science/article/pii/S0034425709000224,"['RW Mueller', 'C Matsoukas', ' A Gratzki', ' HD Behr…']","… , surface albedo, transmission and the top of atmosphere albedo has been the basis for thenew method, characterised by a combination of parameterisations and “eigenvector” look-up …",Elsevier,264,"/scholar?cites=5760809570065469692&as_sdt=2005&sciodt=0,5&hl=en",2009
lZn8gswE2-QJ,Measurableeigenvectorsfor Hermitian matrix-valued polynomials,https://www.sciencedirect.com/science/article/pii/0022247X72900248,['CH Wilcox'],… the possibility of constructing measurable families ofeigenvectorsis not proved in theirwork… for theapplicationsmentioned above. The well-known sensitivity of theeigenvectorsof a …,Elsevier,23,"/scholar?cites=16490779736964635029&as_sdt=2005&sciodt=0,5&hl=en",1972
46g8S7eqsGsJ,Implementing regularization implicitly via approximateeigenvectorcomputation,https://arxiv.org/abs/1010.0703,"['MW Mahoney', 'L Orecchia']","… an approximation to the smallest nontrivialeigenvectorof a graph Laplacian, and we show… vectors that inapplicationsare then used in place of the smallest nontrivialeigenvectorof a …",arxiv.org,46,"/scholar?cites=7759889862177368291&as_sdt=2005&sciodt=0,5&hl=en",2010
